n, h, EstimateIntegral, eh, e2h/eh
1, 3.141592653589793, 1.2824471291478598e-16, 1.9999999999999998, -
2, 1.5707963267948966, 2.0943951023931953, 0.09439510239319526, 21.18753991779319
4, 0.7853981633974483, 2.0045597549844207, 0.0045597549844207386, 20.701792687482968
8, 0.39269908169872414, 2.000269169948388, 0.0002691699483881038, 16.940059660175127
16, 0.19634954084936207, 2.0000165910479355, 1.6591047935499148e-05, 16.223806322213832
32, 0.09817477042468103, 2.0000010333694127, 1.0333694127062643e-06, 16.05529226189237
64, 0.04908738521234052, 2.0000000645300013, 6.453000134243325e-08, 16.01378260047776
128, 0.02454369260617026, 2.0000000040322576, 4.032257638897363e-09, 16.00344202214203
